n_triangles,chromatic_number,max_deg,class
1885,23,24,1
616,13,17,0
1634,22,23,1
459,13,17,0
1852,23,24,1
440,13,15,0
1453,20,22,1
678,15,20,0
1870,23,24,1
497,14,17,0
2300,25,24,1
814,15,20,0
1852,22,24,1
929,15,21,0
1792,23,23,1
480,13,17,0
1664,21,23,1
1144,18,20,0
2008,23,24,1
1303,18,22,0
1115,18,24,1
935,15,20,0
2214,24,24,1
815,14,21,0
2234,24,24,1
1237,19,21,0
2034,24,24,1
510,12,17,0
1355,21,24,1
400,12,16,0
2047,23,24,1
879,17,20,0
1674,22,24,1
359,13,16,0
1612,21,23,1
435,12,16,0
1456,21,24,1
377,11,14,0
1324,20,23,1
295,10,16,0
1433,21,22,1
357,10,15,0
1827,22,24,1
327,10,16,0
1596,22,23,1
577,13,19,0
1798,21,24,1
1122,19,21,0
1852,23,24,1
481,13,17,0
1771,23,22,1
596,15,18,0
1962,23,24,1
535,14,19,0
1781,23,23,1
628,14,19,0
1598,22,23,1
1228,17,23,0
2025,24,24,1
486,12,17,0
1296,19,24,1
1041,16,21,0
1700,22,24,1
492,13,16,0
1550,22,23,1
585,15,18,0
1641,21,24,1
582,15,17,0
2115,24,24,1
324,11,16,0
1542,22,23,1
675,14,19,0
1833,22,24,1
199,10,12,0
2030,24,24,1
508,14,17,0
1700,22,23,1
975,17,20,0
1545,22,23,1
560,14,17,0
1411,20,23,1
316,12,15,0
1826,23,23,1
493,14,17,0
1892,23,24,1
396,11,16,0
1776,22,23,1
597,14,17,0
1757,20,24,1
576,14,18,0
2102,24,24,1
538,13,19,0
2177,24,24,1
794,16,19,0
1612,22,23,1
536,15,17,0
2045,24,24,1
892,15,21,0
1378,19,24,1
890,16,20,0
1303,20,22,1
789,15,21,0
1771,23,22,1
1171,19,23,0
2300,25,24,1
756,14,20,0
1876,23,23,1
604,15,18,0
1292,20,22,1
616,15,19,0
1479,20,23,1
849,15,21,0
1850,23,24,1
774,16,20,0
2233,23,24,1
609,14,19,0
2045,24,24,1
777,15,19,0
1896,22,24,1
754,14,20,0
1956,22,24,1
605,15,19,0
2090,24,24,1
552,15,16,0
1596,22,24,1
520,14,16,0
2214,24,24,1
586,12,19,0
1555,22,22,1
818,18,18,0
1614,22,24,1
1047,18,23,0
2300,25,24,1
403,13,15,0
1855,22,23,1
869,17,19,0
1634,22,23,1
697,15,18,0
1605,20,24,1
372,11,15,0
1699,22,23,1
882,17,19,0
1718,22,24,1
393,11,15,0
1541,22,21,1
532,14,17,0
2300,25,24,1
431,14,16,0
1791,22,24,1
383,12,16,0
1724,21,24,1
606,14,17,0
2300,25,24,1
523,14,17,0
2300,25,24,1
848,16,19,0
2025,24,24,1
784,16,19,0
1813,22,23,1
851,14,20,0
1362,21,22,1
630,15,18,0
2076,22,24,1
736,16,17,0
1511,20,23,1
684,15,18,0
1940,23,24,1
583,15,17,0
1962,23,24,1
1093,18,20,0
2034,24,24,1
920,17,22,0
1970,22,24,1
631,15,19,0
1632,22,24,1
1178,19,21,0
2300,25,24,1
770,16,17,0
1982,23,24,1
1309,19,23,0
1433,21,23,1
661,16,20,0
1786,23,23,1
998,16,21,0
1602,20,24,1
687,16,17,0
2052,24,24,1
930,15,21,0
1772,23,23,1
825,14,20,0
2144,24,24,1
828,14,21,0
1908,23,24,1
1091,19,22,0
1564,21,23,1
860,17,19,0
1723,22,23,1
643,16,16,0
1990,23,24,1
482,14,19,0
2152,23,24,1
307,13,13,0
2002,23,23,1
576,14,19,0
1421,20,24,1
282,12,14,0
2195,24,24,1
740,14,19,0
2039,24,24,1
667,13,20,0
1688,22,23,1
720,13,20,0
1948,23,24,1
590,13,18,0
1095,19,21,1
671,15,19,0
1871,23,24,1
707,15,21,0
1088,17,23,1
926,16,20,0
2300,25,24,1
590,13,18,0
2023,23,24,1
354,13,14,0
1247,20,22,1
1220,18,22,0
1344,19,23,1
806,17,19,0
1475,20,24,1
352,13,13,0
2024,24,23,1
886,17,19,0
1890,23,24,1
716,12,21,0
1588,21,23,1
394,12,15,0
1684,22,23,1
497,14,19,0
1635,20,23,1
505,12,18,0
2060,23,24,1
1165,19,21,0
2024,24,23,1
465,15,16,0
1614,21,24,1
401,12,15,0
1786,23,23,1
570,14,20,0
1925,23,24,1
536,12,17,0
1528,20,23,1
697,15,19,0
1924,23,23,1
528,12,18,0
1827,23,24,1
764,16,19,0
1790,21,23,1
392,13,17,0
1640,22,24,1
358,10,16,0
1633,22,23,1
441,11,18,0
2052,24,24,1
1309,19,22,0
1971,23,24,1
535,13,19,0
1711,22,22,1
555,13,17,0
1621,22,23,1
660,15,19,0
2130,22,24,1
666,14,19,0
1477,20,23,1
695,14,20,0
1607,21,22,1
382,13,13,0
1461,21,23,1
808,16,18,0
1532,21,23,1
1077,18,19,0
2012,23,24,1
442,12,17,0
2017,23,24,1
650,16,16,0
2060,24,24,1
637,13,19,0
1620,22,23,1
355,12,15,0
2068,23,24,1
643,16,17,0
1552,20,23,1
680,16,19,0
1778,23,24,1
679,15,17,0
2079,24,24,1
389,11,16,0
2024,24,23,1
517,14,17,0
1786,22,24,1
695,14,18,0
1546,22,23,1
542,12,18,0
1862,23,23,1
783,16,18,0
2134,23,24,1
396,13,16,0
1858,22,24,1
465,13,18,0
1838,22,24,1
681,15,18,0
2016,23,24,1
548,14,18,0
1270,19,23,1
393,13,17,0
1924,23,23,1
1005,17,21,0
2102,24,24,1
459,13,18,0
2033,23,24,1
999,18,22,0
1315,20,24,1
688,16,20,0
1841,23,24,1
423,11,17,0
2300,25,24,1
670,16,19,0
1877,23,24,1
876,18,20,0
1543,20,24,1
448,13,18,0
2300,25,24,1
467,12,16,0
1873,23,24,1
339,12,14,0
1226,18,21,1
661,16,16,0
1594,21,24,1
432,13,16,0
1666,22,24,1
631,16,17,0
1882,23,24,1
611,14,18,0
1807,23,24,1
712,16,19,0
1996,23,24,1
512,14,19,0
2016,23,24,1
807,17,20,0
2300,25,24,1
495,12,17,0
1642,21,24,1
837,17,21,0
1900,22,24,1
549,12,18,0
1731,22,24,1
755,15,19,0
1597,20,23,1
821,17,19,0
1573,21,23,1
633,14,18,0
2006,22,24,1
846,15,20,0
1990,22,24,1
1085,18,21,0
1365,21,23,1
474,12,18,0
1596,22,23,1
535,14,17,0
1898,22,24,1
872,16,20,0
1786,22,23,1
419,13,17,0
1364,20,23,1
1255,19,22,0
2005,23,24,1
382,11,17,0
2300,25,24,1
393,13,15,0
2025,24,24,1
364,13,14,0
1194,19,23,1
717,16,18,0
2034,24,24,1
655,14,20,0
2024,24,23,1
560,15,16,0
1233,19,21,1
598,13,17,0
1870,22,24,1
500,14,19,0
2300,25,24,1
427,14,15,0
1985,23,24,1
649,15,17,0
1796,22,24,1
635,13,19,0
1656,22,24,1
676,15,19,0
1786,23,23,1
868,16,19,0
2079,24,24,1
255,9,13,0
1536,21,23,1
394,11,16,0
2052,23,24,1
617,14,18,0
1952,23,24,1
721,15,20,0
2030,24,24,1
562,12,20,0
1544,22,22,1
537,14,17,0
1696,22,23,1
184,10,14,0
1891,23,23,1
822,15,20,0
2095,23,24,1
856,16,19,0
1967,22,24,1
470,12,18,0
1597,22,23,1
1286,18,22,0
2300,25,24,1
764,16,19,0
2300,25,24,1
377,13,16,0
1631,22,23,1
532,12,19,0
1981,23,24,1
588,15,18,0
2144,24,24,1
480,14,17,0
1473,21,24,1
525,14,18,0
1604,22,24,1
395,12,16,0
1901,22,24,1
571,14,17,0
1826,23,23,1
679,14,19,0
2097,23,24,1
937,18,18,0
1567,21,23,1
673,13,20,0
1897,23,24,1
643,13,19,0
1780,22,24,1
413,10,17,0
2234,24,24,1
731,14,20,0
1942,23,24,1
719,15,20,0
1971,23,24,1
1120,18,20,0
2160,24,24,1
710,16,20,0
1576,21,23,1
448,13,15,0
1642,20,24,1
566,13,18,0
1439,21,24,1
494,13,17,0
1579,22,23,1
461,11,17,0
1513,21,24,1
408,14,17,0
1477,21,23,1
709,14,18,0
1996,23,24,1
555,12,17,0
1487,21,22,1
540,15,17,0
1893,22,24,1
899,17,20,0
1550,21,24,1
397,13,16,0
1868,23,24,1
856,18,21,0
1807,23,24,1
702,16,21,0
2025,24,24,1
775,17,20,0
2069,24,24,1
1011,17,20,0
2300,25,24,1
383,11,16,0
2300,25,24,1
1041,17,19,0
1975,22,24,1
1087,18,21,0
2034,24,24,1
792,15,19,0
1682,22,24,1
713,14,19,0
1771,22,24,1
1063,18,21,0
1054,19,22,1
658,15,19,0
1455,21,22,1
440,14,16,0
1789,23,24,1
845,17,21,0
1388,20,23,1
507,12,20,0
1401,21,24,1
1140,17,21,0
1627,22,23,1
506,13,19,0
2195,24,24,1
645,14,19,0
2016,23,24,1
577,15,16,0
1856,22,24,1
698,13,19,0
1813,23,24,1
459,11,17,0
1668,22,23,1
757,14,19,0
1553,21,24,1
757,17,19,0
1781,23,23,1
363,13,15,0
1876,23,23,1
1182,17,21,0
1436,21,23,1
1217,19,21,0
1870,22,24,1
467,13,17,0
1730,22,22,1
374,12,14,0
1476,19,24,1
1016,18,20,0
2045,22,24,1
698,14,18,0
1654,22,23,1
682,14,19,0
1984,23,24,1
865,15,20,0
1336,20,23,1
902,18,19,0
1637,21,22,1
428,12,18,0
1945,23,24,1
695,14,18,0
2036,23,24,1
430,13,16,0
1996,23,24,1
475,14,18,0
1309,20,23,1
610,16,18,0
1432,21,23,1
491,14,18,0
1892,23,24,1
578,13,18,0
1700,22,24,1
721,15,19,0
2300,25,24,1
785,15,19,0
1392,19,22,1
542,13,17,0
1766,22,24,1
405,13,16,0
1897,23,24,1
401,12,16,0
1844,23,24,1
393,12,18,0
1904,23,24,1
811,16,20,0
1802,21,24,1
846,15,19,0
1541,22,21,1
809,15,20,0
1601,21,24,1
605,15,19,0
1750,21,24,1
856,15,21,0
1852,23,24,1
713,16,18,0
1867,22,24,1
423,10,16,0
1757,22,24,1
505,13,21,0
1534,21,23,1
433,12,16,0
1735,22,24,1
705,16,17,0
1924,23,23,1
479,14,18,0
1962,23,24,1
799,15,20,0
2069,24,24,1
449,13,16,0
1894,23,24,1
1134,18,21,0
1646,21,23,1
634,15,18,0
1375,20,22,1
490,12,20,0
1626,22,24,1
687,15,19,0
1809,22,23,1
313,11,15,0
941,17,21,1
353,11,16,0
2300,25,24,1
444,11,17,0
1863,23,24,1
841,15,20,0
1348,21,24,1
684,15,20,0
1730,22,24,1
522,15,17,0
2024,24,23,1
717,15,21,0
2030,24,24,1
394,12,15,0
1858,23,24,1
698,16,18,0
1942,23,24,1
271,12,12,0
1406,21,24,1
1051,16,21,0
1675,20,24,1
609,13,20,0
1744,21,24,1
924,16,19,0
1512,21,22,1
311,12,15,0
1411,20,23,1
291,10,16,0
2024,24,23,1
639,14,18,0
1837,22,24,1
852,15,19,0
1927,23,24,1
484,13,18,0
2008,23,24,1
372,12,17,0
1628,21,24,1
476,13,17,0
2066,23,24,1
575,16,16,0
1792,23,23,1
596,15,17,0
1838,23,24,1
764,14,20,0
1557,22,23,1
690,15,20,0
2234,24,24,1
515,14,16,0
1862,23,23,1
467,14,16,0
1691,22,24,1
792,17,20,0
1401,20,23,1
993,16,22,0
2255,24,24,1
1021,15,21,0
1515,21,24,1
452,14,17,0
1344,19,22,1
571,15,17,0
2214,24,24,1
525,13,17,0
1817,23,24,1
936,18,20,0
2024,24,24,1
605,16,18,0
1709,22,24,1
1084,18,20,0
1507,20,23,1
656,15,18,0
1714,22,23,1
597,16,17,0
1558,22,23,1
358,13,14,0
2017,23,24,1
358,12,15,0
2300,25,24,1
654,14,18,0
1892,23,24,1
1332,19,22,0
1961,23,23,1
944,17,20,0
1283,20,23,1
983,16,20,0
1627,22,24,1
640,15,18,0
1893,21,24,1
971,19,19,0
2102,24,24,1
468,14,16,0
1282,20,23,1
617,15,17,0
1775,23,24,1
410,12,16,0
1894,23,24,1
474,13,17,0
1862,23,23,1
474,12,16,0
1341,20,23,1
514,15,17,0
2060,24,24,1
388,13,16,0
2171,23,24,1
928,17,20,0
2024,24,23,1
677,14,20,0
1837,23,23,1
406,12,17,0
1809,23,24,1
449,12,17,0
1717,22,24,1
958,17,21,0
1452,21,23,1
391,12,15,0
1772,23,23,1
842,15,20,0
2214,24,24,1
414,12,17,0
1547,22,23,1
1053,18,20,0
2300,25,24,1
703,15,19,0
1787,23,24,1
281,10,13,0
2101,23,24,1
981,16,20,0
2038,23,24,1
551,14,17,0
1631,21,24,1
753,15,19,0
2144,24,24,1
489,11,19,0
1509,21,22,1
827,15,20,0
1469,20,23,1
430,12,19,0
2300,25,24,1
712,15,18,0
2095,23,24,1
258,11,14,0
2255,24,24,1
484,15,16,0
1382,21,24,1
550,12,20,0
2038,23,24,1
414,13,16,0
1473,21,22,1
494,12,18,0
1843,23,24,1
476,14,18,0
1505,21,24,1
692,12,20,0
1810,23,24,1
363,13,15,0
1559,21,23,1
977,17,20,0
1961,23,23,1
464,12,16,0
1784,22,24,1
511,15,16,0
1592,21,24,1
1086,16,22,0
1491,18,24,1
952,16,20,0
1544,22,22,1
994,17,20,0
1424,21,22,1
608,15,19,0
1868,23,24,1
975,16,20,0
1658,21,24,1
972,15,21,0
1919,22,24,1
295,9,14,0
1521,21,23,1
224,10,14,0
1301,20,23,1
545,13,17,0
1883,21,24,1
466,15,14,0
1910,23,24,1
410,11,17,0
1448,20,24,1
439,12,17,0
1815,21,24,1
329,10,15,0
1304,18,21,1
562,15,18,0
2095,23,24,1
858,16,20,0
1714,22,23,1
392,12,17,0
1738,20,24,1
533,14,19,0
2078,23,24,1
564,15,16,0
1350,19,24,1
401,11,17,0
1535,19,24,1
378,11,16,0
1847,22,24,1
1172,19,20,0
1774,23,23,1
904,17,20,0
2300,25,24,1
1218,18,21,0
1488,21,24,1
766,17,19,0
969,18,24,1
740,13,20,0
2300,25,24,1
712,15,18,0
1809,22,23,1
662,12,21,0
1916,22,24,1
279,12,13,0
1317,19,23,1
711,13,19,0
1450,21,24,1
951,18,19,0
1726,20,24,1
800,17,19,0
1612,22,23,1
446,12,16,0
1559,22,23,1
1190,16,23,0
1449,21,23,1
1003,18,19,0
1375,19,24,1
295,9,14,0
1717,20,24,1
876,15,20,0
1575,19,24,1
479,13,16,0
1806,22,23,1
378,13,16,0
1583,22,23,1
776,15,20,0
2060,24,24,1
561,15,19,0
1927,23,24,1
474,14,16,0
2024,24,23,1
718,15,20,0
2027,23,24,1
482,13,15,0
1392,21,22,1
918,17,20,0
2300,25,24,1
531,15,16,0
1686,22,23,1
786,16,19,0
1906,23,24,1
324,10,17,0
1647,21,23,1
455,13,18,0
1627,21,24,1
599,13,19,0
1828,23,24,1
601,15,18,0
2255,24,24,1
519,13,18,0
1417,20,24,1
859,17,19,0
1425,18,23,1
1406,19,22,0
2060,24,24,1
1034,16,21,0
1296,19,23,1
467,13,18,0
1747,22,24,1
739,16,19,0
1978,23,24,1
571,15,16,0
1781,22,24,1
563,14,16,0
1673,21,24,1
392,12,17,0
1327,20,23,1
808,16,20,0
1651,22,24,1
1060,18,20,0
2005,23,24,1
484,13,18,0
2300,25,24,1
614,15,20,0
1891,23,23,1
1034,18,20,0
1607,22,22,1
758,15,19,0
1806,22,24,1
791,16,20,0
2030,24,24,1
406,12,16,0
1740,21,24,1
472,12,18,0
1262,19,24,1
469,14,16,0
2129,24,24,1
429,13,18,0
2025,24,24,1
446,13,16,0
2277,24,24,1
297,12,13,0
1540,22,22,1
963,17,20,0
2095,23,24,1
1220,19,21,0
1781,22,24,1
333,13,14,0
1219,20,23,1
1186,20,20,0
1381,21,23,1
777,15,19,0
1751,20,24,1
595,15,19,0
1736,22,24,1
509,15,16,0
1411,20,23,1
424,12,18,0
1303,19,24,1
416,12,17,0
2039,23,24,1
836,15,19,0
2024,24,23,1
353,12,15,0
1517,21,24,1
348,10,15,0
2024,24,23,1
729,15,20,0
2069,24,24,1
1094,18,21,0
1610,22,24,1
518,13,17,0
1769,21,24,1
1195,18,20,0
1661,22,24,1
563,14,16,0
1723,22,24,1
712,16,18,0
1807,23,23,1
619,14,18,0
1355,21,22,1
357,13,13,0
1740,22,23,1
951,17,19,0
1524,21,24,1
757,17,18,0
1847,22,23,1
262,11,16,0
1787,22,24,1
510,13,18,0
1585,21,24,1
593,13,19,0
2117,23,24,1
879,17,19,0
1658,21,24,1
791,14,20,0
1720,21,23,1
1294,19,22,0
2079,24,24,1
288,10,14,0
1057,19,23,1
452,14,19,0
1742,22,23,1
722,15,17,0
2060,23,24,1
958,15,21,0
1742,22,24,1
751,15,19,0
2025,24,24,1
438,13,16,0
2102,24,24,1
814,15,19,0
1541,22,22,1
475,15,14,0
1907,23,23,1
392,12,16,0
1766,22,23,1
980,18,21,0
1349,20,23,1
294,10,15,0
2300,25,24,1
751,14,21,0
1703,22,24,1
1122,17,21,0
1401,20,23,1
628,16,17,0
2069,24,24,1
532,15,18,0
2255,24,24,1
870,15,21,0
1380,20,23,1
552,15,18,0
1367,20,23,1
829,16,20,0
1822,23,24,1
426,13,17,0
1259,18,23,1
672,15,18,0
2078,23,24,1
224,11,13,0
2300,25,24,1
498,13,17,0
2090,24,24,1
927,18,22,0
1674,21,24,1
727,15,19,0
1590,22,23,1
846,15,21,0
1948,23,24,1
767,14,20,0
1652,21,23,1
662,13,19,0
1687,22,24,1
566,15,19,0
2002,23,24,1
508,14,16,0
1554,22,24,1
418,12,18,0
2024,24,24,1
671,14,20,0
1771,23,22,1
495,15,16,0
2234,24,24,1
775,15,22,0
1589,20,24,1
681,14,19,0
1871,21,24,1
1385,19,22,0
1981,23,23,1
509,12,18,0
1649,22,24,1
598,13,18,0
1525,20,24,1
692,16,18,0
1664,20,24,1
208,9,13,0
1750,22,24,1
276,11,15,0
1421,21,22,1
1268,17,22,0
1598,22,23,1
1109,18,21,0
2255,24,24,1
746,15,20,0
1835,23,24,1
1090,18,20,0
1745,22,24,1
353,10,17,0
2171,23,24,1
370,13,15,0
1808,21,24,1
374,12,16,0
2195,24,24,1
367,11,15,0
1464,21,24,1
432,10,17,0
2006,22,24,1
649,14,19,0
1894,23,24,1
651,14,19,0
1965,22,24,1
523,13,18,0
1403,20,22,1
315,12,13,0
1548,21,23,1
367,12,16,0
1771,23,22,1
453,12,18,0
1687,22,24,1
878,17,20,0
1677,22,22,1
493,13,18,0
1823,22,24,1
269,10,12,0
1412,18,23,1
646,13,19,0
1729,22,24,1
507,11,18,0
2024,24,23,1
179,10,11,0
2234,24,24,1
417,13,16,0
2300,25,24,1
1095,19,21,0
2129,24,24,1
825,16,19,0
2138,23,24,1
1017,17,20,0
1544,21,24,1
579,14,20,0
2300,25,24,1
716,14,19,0
2234,24,24,1
781,16,18,0
1886,23,24,1
607,14,18,0
1356,18,24,1
403,12,15,0
2008,23,24,1
726,16,21,0
2277,24,24,1
1011,15,22,0
1807,23,23,1
531,14,18,0
1215,20,22,1
747,14,20,0
1628,21,24,1
869,14,21,0
1777,21,24,1
526,14,15,0
1577,22,22,1
973,18,19,0
2300,25,24,1
516,14,17,0
1769,21,24,1
489,13,16,0
1261,20,23,1
406,10,16,0
2234,24,24,1
538,13,18,0
1585,22,24,1
830,15,20,0
1271,20,21,1
465,12,16,0
1922,22,23,1
990,17,22,0
2047,23,24,1
681,14,19,0
1924,23,23,1
726,15,18,0
1924,23,23,1
316,11,14,0
2277,24,24,1
325,11,15,0
1751,22,23,1
546,13,17,0
1791,23,24,1
588,15,17,0
1573,22,24,1
1034,17,21,0
1891,23,23,1
424,12,17,0
1605,22,23,1
308,9,14,0
1664,22,24,1
513,12,18,0
2214,24,24,1
891,18,19,0
1804,22,24,1
366,10,16,0
1863,21,23,1
786,17,19,0
1666,22,24,1
728,15,20,0
1831,21,23,1
517,12,18,0
1726,22,24,1
546,14,18,0
1745,22,23,1
756,14,20,0
1792,23,23,1
781,14,21,0
1503,21,24,1
501,14,17,0
2045,24,24,1
775,16,19,0
1686,21,24,1
597,13,19,0
1414,21,23,1
670,13,19,0
1772,23,23,1
559,14,17,0
1792,23,23,1
420,11,17,0
1481,21,24,1
666,15,18,0
1820,21,24,1
917,16,19,0
2039,24,24,1
781,17,18,0
1441,20,23,1
233,10,14,0
2024,24,23,1
1337,18,22,0
1496,20,24,1
590,14,19,0
1862,23,24,1
463,14,16,0
2045,24,24,1
1222,19,21,0
1799,23,23,1
825,16,19,0
1805,23,24,1
457,13,17,0
2300,25,24,1
730,14,20,0
2024,24,23,1
793,15,19,0
1850,22,23,1
1539,20,23,0
1618,22,24,1
777,16,20,0
1834,22,24,1
1089,16,22,0
2090,24,24,1
538,13,17,0
1867,22,24,1
364,13,16,0
1671,22,24,1
578,14,18,0
1459,21,23,1
1316,18,24,0
1605,22,24,1
1259,17,24,0
1976,22,24,1
715,15,18,0
2255,24,24,1
938,18,19,0
1690,21,24,1
882,17,20,0
2024,24,23,1
530,12,20,0
1531,21,24,1
295,11,16,0
2300,25,24,1
834,16,19,0
1648,22,24,1
338,11,15,0
1859,21,24,1
462,13,15,0
1589,22,23,1
356,13,15,0
1562,21,24,1
965,18,19,0
2214,24,24,1
836,16,20,0
1809,23,24,1
946,17,19,0
1529,21,23,1
431,12,17,0
2300,25,24,1
466,12,18,0
1754,21,24,1
615,15,18,0
1597,22,23,1
456,13,17,0
1835,22,24,1
529,14,19,0
1488,20,23,1
350,13,14,0
1518,20,24,1
624,14,19,0
1591,22,23,1
363,12,16,0
2144,24,24,1
1089,19,19,0
1496,19,23,1
819,16,21,0
1781,23,23,1
438,14,14,0
2034,24,24,1
719,14,20,0
1701,22,24,1
493,14,16,0
1700,21,24,1
630,14,18,0
2300,25,24,1
1175,19,21,0
1670,22,24,1
795,16,19,0
1848,21,24,1
393,13,14,0
1883,23,24,1
612,16,19,0
1667,22,23,1
690,17,17,0
1844,23,24,1
1079,17,22,0
1560,21,24,1
721,16,20,0
1617,22,24,1
517,13,17,0
1543,22,22,1
592,15,18,0
1603,20,24,1
713,15,18,0
2300,25,24,1
765,15,20,0
2300,25,24,1
447,11,17,0
2047,23,24,1
1024,17,21,0
1735,21,24,1
478,13,16,0
1899,22,24,1
703,16,20,0
1780,23,24,1
553,12,20,0
2102,24,24,1
620,14,18,0
1862,23,24,1
735,14,19,0
1696,22,23,1
1517,20,24,0
1597,22,23,1
752,15,20,0
1891,23,23,1
560,15,16,0
1987,22,24,1
441,12,17,0
1476,21,24,1
623,13,20,0
1711,22,24,1
370,12,16,0
1449,21,24,1
925,18,20,0
1513,20,23,1
754,17,20,0
1555,21,24,1
602,14,18,0
1660,21,23,1
703,14,19,0
1343,21,22,1
687,14,20,0
1685,22,24,1
956,16,20,0
2102,24,24,1
759,15,19,0
2300,25,24,1
414,13,17,0
1535,21,24,1
540,14,19,0
1669,22,24,1
508,14,16,0
1729,22,24,1
756,16,19,0
1741,20,23,1
1036,16,22,0
2027,24,24,1
857,15,22,0
1898,23,24,1
261,9,14,0
2300,25,24,1
458,14,16,0
1565,20,23,1
306,12,15,0
1927,23,24,1
422,13,16,0
1630,21,24,1
523,14,16,0
1421,21,23,1
370,12,16,0
1543,22,22,1
616,13,19,0
2192,23,24,1
988,17,21,0
1758,22,23,1
739,15,19,0
1981,23,23,1
608,16,18,0
1771,23,23,1
389,12,17,0
2059,23,24,1
304,11,15,0
2008,23,24,1
897,14,21,0
1467,20,23,1
627,13,19,0
2214,24,24,1
463,13,15,0
2030,24,24,1
543,12,18,0
1580,22,24,1
312,11,14,0
2020,23,24,1
418,12,18,0
1925,23,24,1
538,14,17,0
2300,25,24,1
600,14,18,0
2024,24,23,1
652,15,18,0
1413,20,24,1
897,17,20,0
1850,23,24,1
1028,18,19,0
1952,23,24,1
669,15,19,0
2300,25,24,1
364,12,16,0
1832,23,24,1
885,15,21,0
2072,23,24,1
627,14,19,0
1486,21,24,1
586,15,17,0
1646,21,23,1
510,15,16,0
1578,22,23,1
528,14,18,0
1451,21,23,1
713,16,21,0
1941,22,24,1
380,13,16,0
2255,24,24,1
512,13,16,0
2024,24,23,1
721,15,20,0
1667,22,24,1
297,12,13,0
1670,22,23,1
368,11,17,0
1265,19,22,1
366,11,16,0
2152,23,24,1
644,15,18,0
1632,20,24,1
784,17,21,0
1549,20,24,1
763,15,20,0
1788,22,24,1
453,13,16,0
1840,23,24,1
561,13,20,0
1987,23,24,1
495,13,18,0
2024,24,24,1
282,11,16,0
1586,22,24,1
599,15,19,0
1764,21,24,1
856,18,19,0
1758,21,23,1
913,16,22,0
1715,22,23,1
1080,18,20,0
1627,22,24,1
306,11,15,0
1852,23,24,1
706,16,20,0
1964,23,24,1
674,14,18,0
2177,24,24,1
1114,17,21,0
2039,24,24,1
816,15,20,0
2234,24,24,1
874,17,20,0
2300,25,24,1
472,13,18,0
1832,22,24,1
423,13,16,0
1745,21,23,1
899,17,19,0
1605,22,23,1
897,17,22,0
2214,24,24,1
1031,18,20,0
1414,21,23,1
705,15,20,0
1454,20,23,1
643,15,18,0
1839,22,24,1
595,15,18,0
2255,24,24,1
433,12,18,0
1553,21,24,1
462,13,15,0
1945,23,24,1
320,12,14,0
2300,25,24,1
711,15,19,0
1943,23,24,1
1037,17,20,0
2095,23,24,1
648,14,19,0
1793,23,24,1
583,15,18,0
1640,22,24,1
376,11,15,0
1781,23,23,1
1245,17,21,0
1668,22,23,1
752,16,18,0
1294,20,22,1
519,14,16,0
1795,22,24,1
1276,19,20,0
1087,19,21,1
334,12,15,0
1928,23,24,1
587,15,17,0
1392,21,22,1
952,18,21,0
1991,23,24,1
711,14,19,0
1764,22,24,1
366,13,15,0
1556,22,23,1
1044,17,22,0
2027,23,24,1
547,15,16,0
1121,18,23,1
452,13,17,0
1459,20,23,1
738,15,19,0
1883,22,24,1
1155,20,20,0
1793,22,24,1
378,13,15,0
1765,20,24,1
1188,19,21,0
1672,21,24,1
360,13,15,0
1854,23,24,1
546,13,17,0
1786,23,23,1
554,13,18,0
2024,24,23,1
735,14,19,0
1728,22,24,1
666,14,19,0
1585,22,24,1
573,14,18,0
1651,22,23,1
425,13,15,0
2300,25,24,1
1298,19,22,0
1359,20,22,1
538,12,18,0
1852,22,24,1
338,10,16,0
1742,22,24,1
545,13,17,0
1781,23,23,1
367,11,16,0
1624,22,23,1
728,13,20,0
2066,23,24,1
771,17,17,0
1787,23,24,1
778,17,19,0
1582,22,23,1
555,14,17,0
1820,23,24,1
302,9,15,0
1913,23,24,1
1100,19,20,0
1387,21,23,1
830,17,19,0
1859,22,24,1
552,15,20,0
2090,24,24,1
353,12,15,0
1703,22,23,1
850,14,22,0
1386,20,23,1
851,16,20,0
1799,23,23,1
623,14,19,0
1781,23,23,1
699,16,18,0
1607,21,23,1
449,12,17,0
1747,21,24,1
865,16,21,0
1785,22,23,1
1000,17,20,0
1543,22,22,1
887,14,20,0
1667,21,24,1
868,16,20,0
1431,21,22,1
705,15,21,0
1907,23,24,1
1154,18,21,0
1378,20,23,1
390,11,17,0
1500,21,24,1
651,14,18,0
1610,22,24,1
456,13,17,0
2300,25,24,1
666,14,18,0
1653,21,24,1
337,12,14,0
1973,22,24,1
800,15,21,0
2060,24,24,1
590,15,18,0
1524,21,24,1
600,15,18,0
2300,25,24,1
1013,16,21,0
1632,22,23,1
626,15,18,0
1593,21,24,1
650,14,18,0
1349,19,22,1
377,14,14,0
1775,21,24,1
410,12,16,0
1676,22,24,1
600,15,18,0
1685,22,23,1
595,16,15,0
1827,22,24,1
621,16,17,0
2300,25,24,1
427,12,19,0
1870,22,23,1
817,16,18,0
1528,21,23,1
883,16,23,0
1825,21,23,1
608,15,18,0
1830,22,23,1
533,12,19,0
1771,23,23,1
717,14,20,0
1982,23,24,1
429,13,15,0
1996,23,24,1
911,16,20,0
1981,23,23,1
721,14,21,0
2195,24,24,1
927,16,19,0
2002,23,24,1
1093,16,22,0
