n_triangles,chromatic_number,max_deg,class
51800,61,82,0
127718,86,98,1
54743,59,81,0
131710,91,97,1
35217,46,69,0
130857,92,97,1
35903,50,73,0
121825,86,99,1
58009,59,78,0
116564,86,98,1
37201,50,69,0
121537,88,98,1
46757,56,73,0
120924,87,99,1
42335,48,77,0
120761,87,98,1
45606,54,76,0
140364,93,97,1
53933,63,78,0
141156,94,96,1
58567,60,81,0
139607,94,99,1
27761,46,70,0
120058,86,97,1
60630,65,81,0
121431,85,96,1
39988,52,72,0
139215,93,98,1
53856,59,83,0
125032,88,96,1
39986,55,71,0
121684,84,99,1
31905,50,66,0
129953,89,99,1
37805,50,73,0
99034,81,95,1
42877,55,72,0
115663,82,98,1
47849,55,75,0
135636,93,96,1
42947,54,75,0
131871,92,99,1
48924,57,80,0
116392,87,97,1
44420,51,72,0
131066,91,96,1
49288,60,78,0
129765,83,97,1
62318,66,79,0
114868,82,98,1
49324,60,74,0
113603,86,96,1
50628,55,76,0
120592,87,98,1
56995,60,80,0
135826,90,99,1
46556,56,77,0
122960,89,95,1
37318,46,73,0
117556,86,96,1
43062,57,80,0
123775,86,96,1
56079,57,83,0
128963,90,98,1
37901,49,71,0
126748,88,98,1
44366,53,75,0
128780,91,96,1
61590,60,83,0
122385,87,99,1
56419,58,80,0
146147,92,99,1
45063,51,76,0
124513,88,98,1
48747,56,77,0
114729,86,98,1
48055,58,80,0
126370,87,98,1
45348,54,74,0
136833,93,97,1
32609,50,66,0
132319,91,98,1
39009,47,75,0
121386,86,96,1
44254,51,74,0
141007,90,98,1
48490,52,80,0
114678,85,96,1
40488,52,69,0
125412,88,98,1
39428,51,70,0
113003,87,95,1
51401,60,79,0
126505,88,97,1
34276,48,71,0
133016,91,98,1
50939,55,79,0
121098,87,97,1
35668,46,68,0
136663,90,97,1
54389,63,82,0
142708,94,98,1
48685,56,76,0
134564,88,99,1
58894,62,77,0
137881,92,99,1
53220,60,75,0
136141,89,99,1
38632,54,75,0
130963,86,99,1
44133,59,71,0
125399,89,97,1
43258,52,79,0
122165,85,99,1
43125,51,76,0
124810,90,98,1
54492,59,78,0
143034,92,99,1
42132,49,74,0
139383,94,96,1
39220,51,70,0
136039,92,99,1
29212,48,71,0
130970,91,97,1
42961,50,76,0
140144,90,99,1
43234,56,76,0
127896,90,98,1
60610,63,81,0
135439,91,99,1
33552,54,71,0
128036,88,98,1
54354,59,77,0
110418,86,96,1
50952,60,76,0
122900,87,98,1
37404,56,70,0
118464,85,96,1
30012,49,65,0
135264,90,98,1
55357,59,79,0
124784,86,98,1
48183,50,81,0
114879,87,96,1
46130,54,73,0
132422,89,98,1
49500,57,78,0
133459,90,99,1
39706,54,71,0
112461,84,95,1
48188,52,81,0
125408,89,98,1
60557,62,82,0
119414,84,97,1
59016,58,83,0
118003,84,95,1
55963,60,79,0
131623,93,98,1
45874,55,77,0
116474,88,97,1
52723,55,79,0
118703,85,98,1
41648,51,74,0
132610,92,97,1
39267,53,75,0
120296,88,97,1
39337,47,72,0
120418,86,99,1
58314,64,80,0
113244,86,98,1
55675,59,78,0
136946,91,98,1
48759,59,79,0
133682,89,99,1
46008,55,75,0
128660,91,97,1
31100,46,70,0
122487,89,97,1
45359,56,72,0
137181,93,98,1
52702,61,76,0
117977,87,98,1
50343,54,77,0
138608,93,99,1
35291,55,70,0
121836,88,98,1
49010,56,78,0
112743,84,96,1
52527,55,80,0
116335,85,98,1
41416,57,71,0
116976,86,98,1
55374,54,81,0
139901,91,99,1
41829,57,71,0
110528,83,97,1
43449,51,77,0
139083,91,97,1
59951,59,80,0
126882,90,97,1
41971,53,76,0
128205,87,98,1
32379,46,68,0
113957,87,98,1
39580,47,74,0
130916,90,98,1
37246,51,72,0
126888,90,98,1
37596,53,73,0
132828,91,99,1
43989,49,76,0
130145,90,98,1
50893,55,80,0
131677,90,99,1
48273,52,79,0
132612,91,98,1
45391,54,73,0
116011,85,95,1
41456,56,73,0
122157,88,97,1
50151,59,77,0
116612,88,96,1
51201,59,79,0
123261,87,96,1
39322,48,76,0
125984,90,97,1
46510,49,77,0
116421,83,99,1
48165,55,79,0
120209,88,97,1
49218,54,78,0
108941,85,94,1
58034,61,80,0
117970,84,97,1
51935,55,81,0
126272,88,98,1
58540,55,83,0
139802,92,98,1
46236,57,76,0
130879,89,98,1
58424,59,86,0
122031,88,96,1
45977,51,78,0
108377,84,96,1
44195,53,77,0
123334,87,97,1
44235,54,77,0
122724,86,97,1
48184,56,78,0
143421,95,98,1
53678,57,78,0
130910,89,98,1
49153,58,77,0
138932,94,97,1
57742,62,78,0
121759,89,97,1
50081,56,75,0
131836,91,99,1
60965,64,81,0
112951,86,96,1
66738,64,84,0
124935,88,98,1
48806,58,81,0
132126,91,99,1
53861,56,77,0
121623,88,96,1
54816,63,76,0
134745,92,98,1
34937,50,69,0
143956,94,99,1
37788,46,74,0
119907,88,98,1
51781,57,80,0
129410,90,97,1
43750,56,77,0
118815,85,98,1
33768,47,72,0
115189,86,97,1
35334,51,70,0
127065,89,97,1
35391,47,70,0
126479,90,98,1
41219,52,72,0
130021,88,97,1
57180,62,82,0
123825,86,97,1
55103,57,81,0
135736,89,99,1
39287,58,67,0
118468,87,94,1
33800,49,73,0
125294,88,98,1
47597,55,74,0
130760,89,99,1
33627,47,72,0
126440,88,98,1
34052,52,70,0
120602,85,97,1
64333,62,83,0
142079,94,97,1
44110,54,77,0
121719,87,98,1
37204,50,70,0
135410,90,98,1
44791,53,79,0
123637,85,99,1
51114,58,78,0
122427,87,96,1
44847,51,74,0
126316,88,97,1
35018,52,69,0
138607,91,99,1
46145,56,80,0
115933,84,98,1
52933,53,84,0
137961,91,99,1
48077,56,77,0
138876,93,98,1
50506,54,78,0
128989,89,99,1
60339,61,81,0
113047,82,96,1
35984,53,69,0
115788,86,98,1
43410,50,75,0
138186,93,97,1
44860,58,76,0
133582,93,97,1
31068,41,71,0
123270,90,96,1
39442,52,71,0
128676,87,98,1
45087,56,79,0
126994,90,98,1
46148,62,76,0
120663,89,98,1
41708,53,71,0
110092,85,95,1
54202,57,78,0
120219,89,97,1
37621,50,70,0
127255,91,96,1
42745,53,76,0
124106,87,95,1
65700,64,84,0
121073,89,97,1
56600,57,79,0
128112,87,99,1
50126,57,78,0
137325,94,99,1
36798,51,72,0
124560,85,98,1
49756,54,76,0
122608,86,98,1
48216,60,72,0
129791,92,97,1
38419,58,73,0
142058,92,99,1
48222,55,77,0
127943,88,98,1
54045,61,77,0
138332,93,99,1
49389,52,75,0
130408,91,97,1
47161,51,80,0
127710,86,98,1
51793,60,79,0
135900,91,99,1
38569,48,71,0
132395,91,97,1
50633,55,80,0
135559,92,99,1
39567,47,73,0
128150,89,99,1
48983,58,80,0
112535,83,98,1
45561,55,77,0
128660,89,99,1
41573,47,74,0
118615,88,99,1
35512,54,69,0
143096,95,99,1
50233,53,80,0
126169,88,98,1
42291,52,75,0
120524,87,98,1
56300,60,77,0
144498,93,99,1
53995,56,81,0
118405,88,97,1
40365,54,71,0
129191,86,98,1
47097,60,73,0
136455,92,99,1
39153,48,72,0
139680,93,98,1
55305,58,79,0
138497,93,99,1
40053,50,72,0
130839,91,97,1
40874,52,73,0
129131,87,98,1
45751,54,77,0
103673,84,95,1
39723,49,72,0
121159,88,98,1
43526,58,69,0
146360,95,99,1
40086,52,72,0
123515,87,97,1
50097,56,79,0
126646,87,98,1
43108,53,76,0
134887,91,97,1
51196,56,78,0
119798,86,96,1
44723,50,75,0
129034,88,98,1
32003,51,68,0
134332,89,99,1
42439,52,77,0
121694,86,97,1
48715,53,78,0
135676,90,98,1
40176,49,74,0
131890,91,98,1
41103,56,71,0
120285,85,98,1
35003,51,71,0
138766,94,97,1
49687,56,79,0
131499,90,99,1
41546,56,72,0
132384,88,98,1
43838,55,75,0
137199,93,99,1
59881,59,81,0
125641,88,97,1
32825,50,71,0
111172,84,95,1
43524,53,76,0
104831,82,96,1
47003,59,77,0
137213,92,98,1
50856,57,79,0
128751,89,97,1
48220,54,76,0
131997,90,96,1
47326,55,76,0
129330,89,97,1
54986,60,77,0
128195,90,98,1
49368,55,81,0
122700,89,97,1
47762,60,74,0
121161,83,99,1
33160,51,69,0
121800,88,97,1
44947,53,76,0
139233,88,99,1
35023,50,69,0
116798,87,96,1
51024,54,79,0
132049,90,99,1
47299,56,78,0
120899,88,95,1
47433,55,75,0
116498,87,97,1
44386,57,74,0
145812,91,99,1
52381,57,80,0
146734,94,99,1
44472,54,77,0
117733,86,98,1
54693,58,79,0
123116,86,97,1
36107,46,71,0
114418,86,98,1
62669,61,84,0
127865,88,96,1
53482,62,76,0
115813,87,98,1
40369,50,73,0
124826,89,98,1
56311,62,82,0
127569,88,98,1
50504,54,76,0
136304,91,99,1
40532,52,74,0
121471,88,97,1
36718,51,73,0
112332,84,96,1
62668,60,79,0
115409,84,97,1
38544,55,71,0
124820,88,97,1
39934,55,75,0
128077,91,97,1
40837,57,71,0
131151,91,95,1
50120,61,75,0
128386,89,98,1
37945,49,70,0
110821,85,96,1
40113,50,73,0
129246,90,99,1
61377,62,83,0
118212,87,98,1
52659,56,80,0
125648,90,97,1
50771,56,80,0
120922,87,98,1
50409,55,78,0
137002,90,99,1
61765,66,79,0
118167,84,98,1
36869,50,68,0
123816,89,98,1
49842,54,79,0
130062,91,98,1
44883,54,74,0
124894,90,97,1
71785,67,84,0
116983,87,96,1
33448,50,72,0
130025,88,98,1
41437,49,78,0
123090,86,97,1
39705,50,71,0
127528,82,98,1
50141,58,79,0
121064,87,97,1
54866,57,81,0
116589,87,95,1
32309,42,70,0
118313,85,97,1
60205,62,81,0
140260,92,99,1
37557,47,76,0
136148,91,99,1
64075,59,82,0
124118,88,97,1
60140,63,83,0
116513,87,95,1
42996,51,75,0
123047,87,97,1
42808,54,74,0
123315,86,99,1
44330,51,75,0
134278,93,96,1
41305,48,75,0
104146,82,97,1
44457,53,75,0
137754,93,99,1
44265,53,76,0
127497,90,97,1
39237,52,73,0
126069,89,98,1
46463,55,75,0
132103,92,96,1
44950,51,77,0
126688,88,95,1
39859,51,74,0
127971,88,97,1
44723,54,73,0
139256,92,97,1
41276,49,77,0
135967,93,98,1
47501,58,76,0
129720,90,98,1
34972,51,66,0
115099,88,94,1
34256,51,72,0
133012,90,98,1
41577,46,72,0
130085,87,98,1
57527,59,78,0
122385,87,97,1
40790,53,72,0
106557,80,97,1
47368,56,78,0
136904,93,98,1
42224,52,75,0
125264,85,98,1
50869,59,74,0
125344,90,98,1
55282,58,82,0
122100,86,99,1
36226,49,71,0
115706,87,98,1
44334,53,72,0
133353,93,98,1
32611,53,67,0
118502,89,94,1
44119,50,76,0
118096,85,95,1
36355,55,71,0
118120,85,98,1
35539,50,70,0
122890,89,98,1
42157,52,77,0
133504,92,96,1
58336,60,79,0
132818,90,99,1
51568,61,77,0
126879,90,98,1
40121,52,73,0
116025,87,98,1
48088,55,75,0
122295,88,97,1
63084,63,82,0
117181,83,98,1
50051,58,79,0
128132,89,98,1
58083,64,79,0
126934,85,99,1
51458,58,78,0
131170,89,98,1
42097,53,74,0
124614,89,97,1
47452,55,77,0
138979,89,99,1
59011,60,81,0
113317,83,98,1
44778,54,78,0
116584,86,98,1
62590,55,86,0
131557,92,99,1
63312,63,85,0
129354,89,99,1
43866,52,76,0
135522,89,98,1
47159,57,78,0
126857,89,98,1
36208,53,72,0
132353,92,99,1
38104,51,73,0
127412,90,99,1
55481,62,84,0
109358,83,98,1
41165,56,73,0
139662,92,99,1
34422,47,71,0
134734,88,98,1
47234,53,78,0
130017,90,98,1
58701,60,83,0
110216,83,96,1
44713,56,78,0
144126,95,98,1
46329,59,72,0
111759,82,98,1
43375,55,75,0
115108,81,99,1
44543,48,74,0
140794,92,98,1
40177,52,74,0
114668,85,96,1
62913,64,82,0
128643,89,99,1
32052,44,69,0
135098,92,99,1
42200,53,72,0
135480,92,99,1
49183,51,79,0
125387,89,97,1
40633,50,74,0
132603,91,98,1
48669,59,74,0
140001,92,99,1
42543,57,73,0
132579,90,99,1
49484,59,76,0
134627,91,98,1
41544,50,75,0
122421,87,97,1
36046,49,75,0
122122,88,98,1
47238,56,76,0
112083,83,99,1
47547,56,76,0
128134,90,97,1
44286,55,77,0
131412,90,96,1
44320,53,75,0
138220,92,99,1
48227,59,74,0
135393,90,98,1
51537,52,80,0
127552,88,98,1
47101,54,78,0
122944,86,98,1
30061,49,68,0
111436,86,96,1
44520,55,76,0
140665,92,99,1
51340,53,82,0
125588,88,98,1
47689,61,74,0
123802,87,99,1
71265,71,88,0
120436,85,97,1
45537,56,76,0
120819,86,99,1
45681,57,78,0
132313,90,98,1
39247,51,70,0
118187,85,97,1
34586,47,68,0
131217,89,99,1
60081,57,83,0
116642,84,98,1
45422,53,71,0
131156,91,96,1
47205,52,82,0
145339,93,98,1
38414,50,75,0
135022,92,98,1
34412,46,73,0
124501,88,99,1
42071,52,73,0
125671,90,99,1
32566,43,70,0
129444,91,98,1
41560,48,75,0
107700,81,99,1
46088,56,76,0
121929,88,98,1
52352,57,79,0
108302,83,95,1
53228,55,80,0
132829,89,97,1
35275,50,71,0
142805,91,98,1
44534,55,78,0
118086,88,97,1
37423,55,67,0
130290,90,98,1
39594,53,74,0
107632,82,95,1
41521,48,74,0
128468,86,96,1
64133,62,84,0
131882,91,97,1
49162,54,77,0
134201,91,98,1
63467,63,82,0
133733,90,98,1
41250,54,73,0
136268,93,98,1
42028,52,76,0
128961,92,98,1
41925,60,69,0
137431,91,96,1
45350,60,71,0
132088,89,99,1
35334,49,69,0
111225,85,96,1
47445,53,77,0
124120,87,95,1
35872,49,74,0
125370,89,98,1
45921,48,80,0
143950,94,99,1
57587,59,81,0
115153,87,96,1
62377,60,86,0
124297,90,95,1
33318,41,69,0
124242,86,99,1
42240,54,73,0
134144,91,97,1
57758,63,80,0
129764,92,96,1
29330,47,69,0
118041,86,99,1
60053,58,79,0
130548,90,96,1
58306,59,83,0
138922,90,98,1
42804,56,70,0
137445,89,98,1
42302,54,73,0
126125,91,98,1
51229,58,77,0
101094,81,99,1
61228,58,81,0
133482,90,97,1
47011,56,76,0
128209,88,98,1
39158,52,70,0
114993,87,98,1
54000,59,82,0
136174,91,97,1
54789,58,82,0
140159,91,99,1
42455,53,72,0
143526,95,99,1
36424,46,71,0
108930,83,95,1
34162,51,73,0
131935,88,97,1
64680,65,81,0
139170,93,99,1
66140,63,79,0
118302,88,96,1
38070,47,70,0
112884,82,97,1
38949,51,70,0
113004,86,99,1
48769,57,77,0
124876,88,98,1
33496,52,70,0
108745,83,97,1
50215,52,79,0
107440,83,94,1
50223,55,76,0
113578,81,97,1
64835,62,82,0
130117,90,99,1
45763,56,76,0
117245,86,98,1
44991,55,75,0
149961,94,99,1
31189,47,71,0
116941,85,96,1
41985,50,77,0
127269,88,96,1
37618,51,71,0
126660,91,98,1
48896,53,81,0
116434,86,96,1
42427,58,72,0
139547,92,98,1
55351,54,81,0
119883,88,95,1
54222,59,78,0
115188,86,97,1
36326,52,68,0
127913,91,97,1
42882,52,72,0
115143,86,97,1
48099,58,75,0
116267,88,97,1
40210,49,76,0
129362,89,98,1
48323,57,74,0
114644,83,97,1
66633,60,84,0
118242,84,97,1
54587,58,81,0
129888,87,99,1
35980,49,72,0
122925,89,96,1
52642,61,79,0
121036,86,98,1
39805,51,72,0
142502,93,98,1
46518,49,79,0
124830,90,97,1
43165,54,76,0
131324,92,97,1
64611,68,80,0
116760,85,96,1
50305,59,81,0
129211,90,99,1
46972,54,76,0
134549,92,96,1
46692,57,75,0
132100,91,96,1
39641,48,73,0
137677,93,99,1
54428,63,78,0
115408,84,97,1
59394,60,79,0
129430,88,98,1
66033,59,84,0
126541,90,96,1
33478,48,72,0
137431,91,98,1
48423,52,81,0
114044,84,96,1
59840,54,83,0
118900,86,95,1
50603,59,81,0
140526,91,97,1
35785,54,71,0
116543,86,98,1
53063,59,76,0
125740,90,97,1
40320,55,71,0
143898,94,98,1
40831,49,71,0
121735,87,98,1
45802,55,78,0
119574,87,99,1
45253,57,72,0
131989,89,99,1
58943,58,80,0
123023,87,98,1
59973,59,82,0
127035,88,99,1
36032,52,71,0
130353,88,98,1
54388,56,79,0
129077,88,99,1
52534,54,79,0
123818,87,97,1
46610,54,75,0
141844,92,99,1
41522,57,72,0
123677,89,97,1
62863,58,84,0
129594,91,97,1
54166,56,78,0
125368,88,99,1
39447,50,76,0
147858,95,99,1
50804,59,78,0
138026,91,98,1
51132,57,78,0
130548,90,97,1
47337,56,76,0
134303,91,99,1
50780,57,77,0
107979,85,94,1
53996,61,77,0
117945,87,97,1
45851,57,74,0
142045,94,99,1
48969,57,77,0
124155,87,96,1
43857,57,70,0
121663,89,97,1
56803,59,81,0
132644,90,98,1
47524,58,78,0
133840,92,99,1
32894,53,69,0
142429,93,99,1
36968,53,68,0
134271,91,98,1
36805,48,71,0
118267,87,99,1
40202,46,71,0
123666,90,98,1
39596,56,71,0
116250,86,97,1
49513,58,80,0
126905,88,96,1
41902,58,73,0
115190,83,98,1
48806,51,78,0
116170,86,95,1
52798,60,82,0
125597,91,97,1
47652,55,74,0
101192,84,96,1
50206,56,76,0
142940,91,98,1
40979,53,72,0
122764,87,97,1
48730,61,74,0
139200,90,99,1
45244,51,77,0
138253,93,99,1
49174,57,76,0
130081,90,98,1
43598,56,73,0
117774,85,96,1
51965,60,81,0
134231,91,99,1
35247,52,72,0
128057,90,98,1
55382,60,78,0
124852,90,96,1
59090,59,83,0
129219,90,98,1
51125,55,78,0
123844,89,96,1
59118,59,82,0
120284,86,98,1
41065,52,73,0
109502,82,98,1
53609,55,81,0
129842,91,98,1
51753,56,82,0
121578,88,96,1
57349,62,81,0
128699,89,99,1
49899,56,78,0
120621,87,97,1
46023,56,79,0
127048,89,98,1
37054,47,71,0
113903,85,99,1
42415,52,77,0
119772,89,98,1
42837,52,75,0
121376,89,98,1
38678,54,73,0
118962,83,97,1
61971,63,85,0
131522,89,98,1
51053,58,79,0
126680,89,98,1
52345,57,77,0
117757,88,95,1
57087,57,81,0
128257,89,98,1
47728,55,79,0
118608,87,97,1
44703,56,72,0
142689,92,99,1
48235,55,79,0
122471,88,98,1
42653,49,77,0
125610,87,96,1
37555,52,71,0
129511,88,98,1
38631,54,71,0
109925,82,97,1
54955,65,76,0
123329,86,97,1
49566,59,75,0
128700,88,96,1
41621,52,72,0
133363,92,99,1
40675,52,74,0
129979,89,99,1
50916,55,79,0
116201,86,98,1
45041,55,76,0
148059,96,99,1
46672,58,74,0
122839,89,97,1
30587,48,68,0
130470,90,98,1
59008,63,78,0
142981,92,98,1
44731,57,74,0
130557,89,97,1
63511,64,81,0
133707,92,98,1
47293,49,80,0
134694,92,97,1
49653,57,80,0
116220,86,98,1
39653,54,70,0
111009,85,97,1
43894,57,73,0
128184,89,97,1
51298,59,78,0
130342,88,97,1
55998,63,77,0
136278,93,97,1
40681,51,75,0
131291,92,98,1
39753,52,75,0
142400,93,99,1
40067,54,74,0
123727,87,98,1
40597,53,69,0
144409,94,99,1
38687,51,72,0
123923,88,99,1
50765,56,83,0
99185,82,95,1
42477,58,69,0
122071,89,98,1
45544,57,74,0
138802,91,99,1
40407,51,74,0
140848,93,99,1
49391,56,79,0
125781,89,96,1
45707,59,76,0
113634,84,98,1
45233,55,76,0
130686,91,96,1
52825,58,81,0
133212,90,98,1
53544,60,79,0
139503,94,99,1
43575,54,72,0
122046,87,95,1
47692,60,73,0
127342,89,98,1
51828,58,77,0
126786,89,99,1
44627,52,79,0
119231,86,97,1
41062,58,72,0
149170,95,99,1
55328,61,77,0
136801,90,98,1
48252,54,76,0
123886,81,98,1
43372,51,80,0
128038,86,98,1
58558,57,82,0
136943,92,98,1
45025,56,74,0
120962,86,98,1
42072,56,77,0
140086,91,98,1
52917,56,80,0
132305,90,99,1
44820,52,74,0
133939,92,99,1
45820,56,74,0
123760,90,98,1
48742,52,77,0
120658,84,99,1
36808,47,74,0
144877,94,99,1
53735,57,82,0
144623,95,99,1
46275,59,75,0
123607,88,99,1
51721,57,76,0
128989,89,98,1
33773,52,66,0
125110,87,99,1
48341,56,79,0
137506,92,97,1
40642,56,73,0
107987,85,94,1
38252,47,73,0
114324,83,98,1
37178,51,69,0
132640,89,99,1
34575,51,73,0
124635,88,98,1
36404,49,70,0
123052,86,99,1
53921,63,81,0
126329,89,97,1
40385,49,75,0
126560,91,96,1
49490,59,73,0
124773,89,96,1
41199,51,74,0
131975,90,98,1
46222,55,72,0
146452,95,98,1
46586,58,79,0
126205,89,99,1
44194,56,74,0
124397,88,99,1
54517,61,80,0
136171,91,99,1
54896,58,82,0
126043,86,97,1
44681,56,76,0
121283,86,96,1
48311,54,79,0
119484,87,97,1
37103,51,71,0
129374,92,97,1
52620,56,77,0
125916,90,97,1
45683,54,75,0
120836,84,97,1
39383,52,73,0
146544,93,99,1
50202,58,74,0
128975,87,98,1
34755,49,71,0
133453,92,96,1
43226,56,74,0
111937,84,97,1
39548,54,73,0
119892,86,98,1
33280,44,72,0
141922,94,99,1
42644,50,76,0
129769,91,99,1
49704,59,74,0
131235,91,98,1
48421,55,80,0
130537,91,99,1
38215,51,70,0
122517,87,97,1
35500,50,71,0
119033,87,96,1
34763,46,72,0
130723,89,99,1
39968,53,70,0
117801,86,98,1
48140,58,77,0
131588,92,99,1
38382,49,69,0
122356,85,98,1
50818,58,76,0
121542,88,98,1
33865,48,69,0
127043,87,95,1
41573,54,69,0
121862,88,98,1
45386,58,74,0
124325,88,98,1
39715,50,73,0
131901,92,97,1
58961,63,80,0
131776,87,99,1
39709,49,72,0
120680,86,98,1
40899,54,72,0
113986,85,98,1
37755,53,71,0
123361,89,99,1
43658,54,76,0
123725,91,94,1
47208,54,75,0
131074,90,97,1
46752,55,77,0
116649,85,97,1
31936,44,71,0
138314,93,99,1
38366,50,68,0
130713,86,99,1
47462,52,80,0
125784,89,95,1
56943,60,81,0
129465,87,97,1
57191,63,77,0
139452,91,98,1
51993,60,76,0
117448,88,96,1
48639,55,79,0
129392,90,97,1
54906,61,75,0
137995,93,99,1
72123,67,85,0
134584,92,98,1
52358,56,79,0
126956,88,97,1
48395,58,73,0
113107,85,98,1
42097,52,78,0
125287,88,98,1
61672,65,83,0
108382,86,96,1
60396,65,81,0
127824,91,96,1
44241,57,72,0
111717,84,95,1
39755,52,73,0
138608,91,99,1
40707,49,72,0
115535,84,98,1
41432,51,77,0
130854,81,99,1
37013,55,69,0
138006,92,97,1
41003,51,73,0
109992,83,95,1
30977,48,67,0
125328,90,97,1
37888,54,72,0
109886,84,94,1
41754,53,76,0
124284,89,98,1
41498,50,74,0
117942,86,99,1
49169,56,78,0
142219,95,98,1
43562,53,72,0
133235,92,96,1
55448,59,82,0
127411,89,97,1
50583,60,77,0
124437,88,97,1
54929,60,79,0
125023,87,99,1
47425,52,77,0
132829,92,97,1
50875,56,78,0
123027,88,98,1
51098,52,77,0
146193,95,98,1
46082,58,77,0
124035,89,99,1
37000,50,71,0
127741,90,97,1
43161,49,74,0
122630,88,96,1
50773,59,79,0
112125,86,95,1
44388,52,76,0
118106,84,98,1
48267,57,76,0
142256,93,99,1
43745,55,76,0
131392,91,98,1
49633,56,76,0
126187,88,98,1
43678,50,79,0
126073,87,99,1
46930,58,74,0
133678,92,98,1
41066,54,74,0
105420,84,95,1
44618,54,76,0
130528,90,98,1
35836,50,71,0
143921,94,97,1
42684,50,75,0
123872,89,96,1
42587,52,77,0
129682,90,99,1
34876,47,68,0
122971,88,97,1
48306,59,76,0
125593,86,98,1
40927,55,73,0
126583,83,99,1
44630,52,75,0
134032,90,99,1
35389,48,71,0
118880,88,97,1
50964,56,84,0
125277,88,99,1
42323,57,75,0
122980,85,99,1
55276,56,84,0
123479,88,97,1
41357,56,72,0
117902,88,97,1
38574,48,71,0
129312,90,97,1
40076,50,75,0
116825,86,98,1
54111,62,78,0
122231,88,97,1
55168,57,83,0
105761,84,96,1
48539,52,80,0
128742,88,98,1
47935,58,77,0
128417,90,98,1
51678,56,82,0
132895,91,97,1
41225,54,74,0
123355,88,96,1
45985,56,75,0
116776,85,97,1
41612,53,75,0
129702,89,98,1
43208,55,77,0
142394,92,99,1
44593,54,75,0
117013,87,97,1
63575,61,85,0
133820,91,98,1
40216,54,71,0
130270,90,99,1
47470,56,78,0
135700,87,98,1
33979,52,68,0
115078,86,96,1
52512,56,78,0
115058,85,98,1
59320,59,81,0
129022,89,98,1
47549,57,77,0
130814,91,98,1
48601,57,77,0
128827,90,98,1
50689,55,77,0
119004,89,97,1
47959,57,78,0
122522,88,98,1
44853,54,75,0
131869,88,97,1
43794,54,76,0
129534,89,99,1
45719,53,75,0
122684,88,98,1
41656,52,70,0
113873,84,97,1
44794,49,77,0
129329,87,98,1
36292,46,71,0
140008,92,99,1
58188,58,82,0
130583,91,98,1
55163,56,82,0
130254,90,97,1
46456,52,77,0
136746,92,99,1
41970,53,75,0
133771,89,99,1
46211,57,73,0
135370,93,98,1
44400,60,73,0
121373,85,99,1
45750,55,73,0
150774,95,99,1
48138,57,77,0
131345,89,99,1
58138,57,82,0
118762,85,99,1
38399,51,72,0
117801,87,98,1
60484,59,80,0
125531,88,99,1
53342,58,81,0
129536,87,99,1
59912,57,85,0
106958,82,98,1
50832,60,77,0
122563,90,97,1
25715,43,65,0
128694,90,97,1
53638,59,78,0
118717,85,98,1
49943,58,78,0
124390,89,98,1
36757,48,71,0
126216,90,97,1
46977,59,74,0
136013,92,99,1
47404,60,77,0
124300,89,97,1
44869,58,78,0
125942,88,97,1
51235,57,82,0
129494,91,98,1
30672,44,68,0
121152,88,98,1
49957,53,79,0
116691,87,98,1
33400,49,67,0
116240,84,99,1
37180,48,73,0
118859,88,97,1
35836,49,70,0
124140,89,97,1
49547,58,73,0
136820,89,99,1
46659,53,74,0
121701,86,99,1
45770,52,74,0
121847,87,96,1
50660,59,77,0
118571,87,98,1
50160,58,75,0
133930,92,99,1
32013,46,68,0
144921,92,99,1
45774,51,74,0
116551,88,96,1
33917,45,72,0
122781,89,98,1
54351,59,78,0
134271,88,98,1
45033,55,76,0
129986,91,99,1
48732,58,78,0
128188,90,97,1
58307,60,82,0
128864,88,99,1
43560,55,75,0
113884,85,97,1
43036,51,75,0
132206,89,98,1
47545,56,77,0
131075,91,99,1
46420,52,74,0
141955,94,99,1
40120,50,74,0
135379,91,99,1
41490,50,75,0
138327,92,97,1
48094,55,78,0
144954,95,97,1
45101,56,77,0
140192,93,99,1
53204,55,80,0
112645,86,96,1
38072,53,72,0
127875,88,98,1
38858,57,71,0
126990,90,97,1
59809,60,82,0
127311,90,97,1
48137,56,78,0
113973,85,96,1
49173,57,77,0
131227,91,95,1
41270,54,73,0
122859,87,98,1
38939,53,73,0
116366,85,98,1
46119,55,74,0
135128,89,98,1
43577,56,72,0
125188,87,98,1
45178,57,75,0
117841,89,93,1
46043,52,78,0
133574,93,96,1
45415,57,74,0
130332,91,98,1
53876,55,77,0
129197,91,98,1
58514,65,82,0
123784,86,97,1
53385,60,77,0
126254,89,98,1
42620,53,70,0
127937,88,99,1
47234,58,77,0
114972,85,97,1
34194,51,68,0
128696,88,99,1
36148,49,70,0
131079,92,98,1
51823,60,82,0
125420,89,97,1
44105,56,73,0
134373,92,97,1
48413,56,76,0
124237,90,96,1
41266,55,73,0
132932,90,99,1
37734,52,74,0
125768,89,99,1
58908,60,85,0
145531,94,99,1
57394,61,79,0
108401,83,94,1
50589,60,83,0
134673,88,98,1
34892,54,72,0
128590,88,98,1
35010,50,71,0
121611,87,96,1
32397,48,68,0
117519,86,97,1
59366,58,83,0
103255,83,94,1
50701,61,78,0
116720,86,98,1
51310,57,79,0
118626,89,93,1
34736,49,73,0
141140,94,98,1
29143,42,65,0
129787,90,98,1
49221,52,77,0
